Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
146,tt0119528,7/8/13,7/8/13,,"Liar Liar",https://www.imdb.com/title/tt0119528/,Movie,6.9,86,1997,"Comedy, Fantasy",331820,3/21/97,"Tom Shadyac",,
147,tt0200276,7/8/13,7/8/13,,"The West Wing",https://www.imdb.com/title/tt0200276/,TV Series,8.9,44,1999,"Drama",85014,9/22/99,,,
148,tt1033575,7/8/13,7/8/13,,"The Descendants",https://www.imdb.com/title/tt1033575/,Movie,7.3,115,2011,"Comedy, Drama",251083,12/9/11,"Alexander Payne",,
149,tt1024648,7/8/13,7/8/13,,"Argo",https://www.imdb.com/title/tt1024648/,Movie,7.7,120,2012,"Biography, Drama, Thriller",637394,10/12/12,"Ben Affleck",7,2/13/16
150,tt0936501,7/10/13,7/10/13,,"Taken",https://www.imdb.com/title/tt0936501/,Movie,7.7,90,2009,"Action, Crime, Thriller",631961,1/30/09,"Pierre Morel",,
151,tt1619277,7/11/13,7/11/13,,"Conception",https://www.imdb.com/title/tt1619277/,Movie,5.3,88,2011,"Comedy, Romance",1417,4/2011,"Josh Stolberg",,
152,tt1204975,7/12/13,7/12/13,,"Last Vegas",https://www.imdb.com/title/tt1204975/,Movie,6.6,105,2013,"Comedy",136651,11/1/13,"Jon Turteltaub",,
153,tt1315981,7/12/13,7/12/13,,"A Single Man",https://www.imdb.com/title/tt1315981/,Movie,7.5,99,2010,"Crime, Drama, Romance, Thriller",117475,2/5/10,"Tom Ford",,
154,tt0301357,7/12/13,7/12/13,,"Good Bye Lenin!",https://www.imdb.com/title/tt0301357/,Movie,7.7,121,2004,"Comedy, Drama, Romance",152238,5/14/04,"Wolfgang Becker",,
155,tt1279935,7/12/13,7/12/13,,"Date Night",https://www.imdb.com/title/tt1279935/,Movie,6.3,88,2010,"Comedy, Crime, Romance, Thriller",171695,4/9/10,"Shawn Levy",,
156,tt1692486,7/13/13,7/13/13,,"Carnage",https://www.imdb.com/title/tt1692486/,Movie,7.1,80,2011,"Comedy, Drama",132669,11/18/11,"Roman Polanski",,
157,tt2140373,7/13/13,7/13/13,,"Saving Mr. Banks",https://www.imdb.com/title/tt2140373/,Movie,7.5,125,2013,"Biography, Comedy, Drama",169675,12/20/13,"John Lee Hancock",,
158,tt1371111,7/15/13,7/15/13,,"Cloud Atlas",https://www.imdb.com/title/tt1371111/,Movie,7.4,172,2012,"Drama, Mystery, Sci-Fi, Thriller",373565,10/26/12,"Tom Tykwer, Lana Wachowski, Lilly Wachowski",,
159,tt2188671,7/18/13,7/18/13,,"Bates Motel",https://www.imdb.com/title/tt2188671/,TV Series,8.1,45,2013,"Drama, Horror, Mystery, Thriller",116440,3/18/13,,,
160,tt1745862,7/18/13,7/18/13,,"Phil Spector",https://www.imdb.com/title/tt1745862/,TV Movie,6.2,92,2013,"Biography, Drama, Music",7874,3/24/13,"David Mamet",,
161,tt1305806,7/19/13,7/19/13,,"The Secret in Their Eyes",https://www.imdb.com/title/tt1305806/,Movie,8.2,129,2010,"Drama, Mystery, Romance, Thriller",221450,5/21/10,"Juan José Campanella",,
162,tt1013753,7/21/13,7/21/13,,"Milk",https://www.imdb.com/title/tt1013753/,Movie,7.5,128,2009,"Biography, Drama, History",179490,1/30/09,"Gus Van Sant",8,2/13/16
163,tt0171804,7/26/13,7/26/13,,"Boys Don't Cry",https://www.imdb.com/title/tt0171804/,Movie,7.5,118,2000,"Biography, Crime, Drama, Romance",103001,3/31/00,"Kimberly Peirce",,
164,tt0101273,7/26/13,7/26/13,,"The Adjuster",https://www.imdb.com/title/tt0101273/,Movie,6.6,102,1992,"Comedy, Drama",3730,7/1992,"Atom Egoyan",,
165,tt0089941,7/27/13,7/27/13,,"Runaway Train",https://www.imdb.com/title/tt0089941/,Movie,7.2,111,1986,"Action, Adventure, Drama, Thriller",32830,1/17/86,"Andrey Konchalovskiy",,
166,tt0120587,7/30/13,7/30/13,,"Antz",https://www.imdb.com/title/tt0120587/,Movie,6.5,83,1998,"Animation, Adventure, Comedy, Family",163564,10/2/98,"Eric Darnell, Tim Johnson",,
167,tt0070698,7/31/13,7/31/13,,"Sisters",https://www.imdb.com/title/tt0070698/,Movie,6.9,93,1973,"Horror, Mystery, Thriller",20512,3/26/73,"Brian De Palma",,
168,tt2571774,7/31/13,7/31/13,,"Africa",https://www.imdb.com/title/tt2571774/,TV Mini Series,8.9,360,2013,"Documentary",17070,1/2/13,,10,7/31/13
169,tt1535108,8/2/13,8/2/13,,"Elysium",https://www.imdb.com/title/tt1535108/,Movie,6.6,109,2013,"Action, Drama, Sci-Fi, Thriller",469681,8/9/13,"Neill Blomkamp",,
170,tt0060107,8/7/13,8/7/13,,"Andrei Rublev",https://www.imdb.com/title/tt0060107/,Movie,8.1,205,1973,"Biography, Drama, History",56827,10/1973,"Andrei Tarkovsky",,
171,tt0032904,8/9/13,8/9/13,,"The Philadelphia Story",https://www.imdb.com/title/tt0032904/,Movie,7.9,112,1941,"Comedy, Romance",73568,1/17/41,"George Cukor",,
172,tt1319722,8/10/13,8/10/13,,"A Little Help",https://www.imdb.com/title/tt1319722/,Movie,5.6,109,2011,"Comedy, Drama, Romance",3557,7/22/11,"Michael J. Weithorn",,
173,tt0124315,8/14/13,8/14/13,,"The Cider House Rules",https://www.imdb.com/title/tt0124315/,Movie,7.4,126,2000,"Drama, Romance",104495,1/7/00,"Lasse Hallström",,
174,tt0220924,8/17/13,8/17/13,,"New York: A Documentary Film",https://www.imdb.com/title/tt0220924/,TV Mini Series,9.1,600,1999,"Documentary, History",1112,9/1999,,,
175,tt0115798,8/17/13,8/17/13,,"The Cable Guy",https://www.imdb.com/title/tt0115798/,Movie,6.1,96,1996,"Comedy, Drama, Thriller",177351,6/14/96,"Ben Stiller",,
176,tt2458776,8/18/13,8/18/13,,"Bears",https://www.imdb.com/title/tt2458776/,Movie,7.3,78,2014,"Documentary, Family",7074,4/18/14,"Alastair Fothergill, Keith Scholey, Adam Chapman",,
177,tt2852400,8/19/13,8/19/13,,"A Touch of Sin",https://www.imdb.com/title/tt2852400/,Movie,7.1,130,2013,"Crime, Drama",12786,12/11/13,"Zhangke Jia",8,11/4/15
178,tt0085991,8/19/13,8/19/13,,"Antarctica",https://www.imdb.com/title/tt0085991/,Movie,7.6,143,1983,"Adventure, Drama",1761,7/23/83,"Koreyoshi Kurahara",,
179,tt0051808,8/19/13,8/19/13,,"The Hidden Fortress",https://www.imdb.com/title/tt0051808/,Movie,8.1,126,1960,"Action, Adventure, Drama",42016,10/6/60,"Akira Kurosawa",,
180,tt1602620,8/19/13,8/19/13,,"Amour",https://www.imdb.com/title/tt1602620/,Movie,7.9,127,2012,"Drama",105340,9/20/12,"Michael Haneke",,
181,tt0078875,8/19/13,8/19/13,,"The Tin Drum",https://www.imdb.com/title/tt0078875/,Movie,7.5,142,1980,"Drama, War",25652,4/11/80,"Volker Schlöndorff",,
182,tt0022183,8/20/13,8/20/13,,"Mädchen in Uniform",https://www.imdb.com/title/tt0022183/,Movie,7.6,87,1931,"Drama, Romance",3707,11/27/31,"Leontine Sagan, Carl Froelich",,
183,tt1372747,8/20/13,8/20/13,,"Yulenka",https://www.imdb.com/title/tt1372747/,Movie,5.0,102,2009,"Drama, Horror, Mystery, Thriller",1078,2/19/09,"Aleksandr Strizhenov",,
184,tt0320661,8/20/13,8/20/13,,"Kingdom of Heaven",https://www.imdb.com/title/tt0320661/,Movie,7.3,144,2005,"Action, Adventure, Drama, History, War",312247,5/6/05,"Ridley Scott",,
185,tt0099871,8/20/13,8/20/13,,"Jacob's Ladder",https://www.imdb.com/title/tt0099871/,Movie,7.4,113,1990,"Drama, Horror, Mystery",117382,11/2/90,"Adrian Lyne",,
186,tt0071315,8/21/13,8/21/13,,"Chinatown",https://www.imdb.com/title/tt0071315/,Movie,8.1,130,1974,"Drama, Mystery, Thriller",348014,6/20/74,"Roman Polanski",,
187,tt0453562,8/22/13,8/22/13,,"42",https://www.imdb.com/title/tt0453562/,Movie,7.5,128,2013,"Biography, Drama, Sport",102206,4/12/13,"Brian Helgeland",,
188,tt0335245,8/24/13,8/24/13,,"The Ladykillers",https://www.imdb.com/title/tt0335245/,Movie,6.2,104,2004,"Comedy, Crime, Thriller",108687,3/26/04,"Ethan Coen, Joel Coen",,
189,tt0964517,8/28/13,8/28/13,,"The Fighter",https://www.imdb.com/title/tt0964517/,Movie,7.8,116,2010,"Action, Biography, Drama, Sport",387622,12/17/10,"David O. Russell",8,1/4/14
190,tt1645089,8/29/13,8/29/13,,"Inside Job",https://www.imdb.com/title/tt1645089/,Movie,8.2,109,2010,"Documentary, Crime",78728,11/12/10,"Charles Ferguson",,
191,tt1801061,8/29/13,8/29/13,,"Me and You",https://www.imdb.com/title/tt1801061/,Movie,6.5,103,2012,"Drama",5872,10/25/12,"Bernardo Bertolucci",,
192,tt0326429,8/29/13,8/29/13,,"The Miracle of Bern",https://www.imdb.com/title/tt0326429/,Movie,6.7,118,2003,"Drama, Sport",7443,10/16/03,"Sönke Wortmann",,
193,tt0117381,9/1/13,9/1/13,,"Primal Fear",https://www.imdb.com/title/tt0117381/,Movie,7.7,129,1996,"Crime, Drama, Mystery, Thriller",245360,4/3/96,"Gregory Hoblit",,
194,tt0047432,9/1/13,9/1/13,,"The Red and the Black",https://www.imdb.com/title/tt0047432/,Movie,6.7,205,1958,"Drama, Romance",691,4/8/58,"Claude Autant-Lara",,
195,tt2018086,9/2/13,9/2/13,,"Camille Claudel 1915",https://www.imdb.com/title/tt2018086/,Movie,6.5,95,2013,"Biography, Drama",3916,3/13/13,"Bruno Dumont",,
196,tt2177771,9/3/13,9/3/13,,"The Monuments Men",https://www.imdb.com/title/tt2177771/,Movie,6.1,118,2014,"Comedy, Drama, History, War",140041,2/7/14,"George Clooney",7,3/28/14
197,tt0118954,9/6/13,9/6/13,,"Deconstructing Harry",https://www.imdb.com/title/tt0118954/,Movie,7.3,96,1998,"Comedy",47642,1/2/98,"Woody Allen",,
198,tt0101410,9/6/13,9/6/13,,"Barton Fink",https://www.imdb.com/title/tt0101410/,Movie,7.6,116,1991,"Comedy, Drama, Thriller",128529,8/21/91,"Joel Coen, Ethan Coen",,
199,tt0088763,9/23/13,9/23/13,,"Back to the Future",https://www.imdb.com/title/tt0088763/,Movie,8.5,116,1985,"Adventure, Comedy, Sci-Fi",1299305,7/3/85,"Robert Zemeckis",,
200,tt1291580,9/23/13,9/23/13,,"Behind the Candelabra",https://www.imdb.com/title/tt1291580/,Movie,7.0,118,2013,"Biography, Drama, Music, Romance",45297,5/26/13,"Steven Soderbergh",,
201,tt0116635,9/28/13,9/28/13,,"Infinity",https://www.imdb.com/title/tt0116635/,Movie,6.1,119,1996,"Biography, Drama",1983,10/4/96,"Matthew Broderick",,
202,tt0074084,9/30/13,9/30/13,,"1900",https://www.imdb.com/title/tt0074084/,Movie,7.6,317,1977,"Drama, History",27194,11/4/77,"Bernardo Bertolucci",,
203,tt0059749,10/2/13,10/2/13,,"The Spy Who Came in from the Cold",https://www.imdb.com/title/tt0059749/,Movie,7.5,112,1965,"Drama, Thriller",18723,12/16/65,"Martin Ritt",,
204,tt0369610,10/15/13,10/15/13,,"Jurassic World",https://www.imdb.com/title/tt0369610/,Movie,6.9,124,2015,"Action, Adventure, Sci-Fi",676765,6/12/15,"Colin Trevorrow",,
205,tt0074360,10/16/13,10/16/13,,"Cría Cuervos",https://www.imdb.com/title/tt0074360/,Movie,7.9,105,1977,"Drama",11325,5/18/77,"Carlos Saura",,
206,tt0085496,10/16/13,10/16/13,,"Dark Habits",https://www.imdb.com/title/tt0085496/,Movie,6.5,114,1983,"Comedy, Drama",8337,10/3/83,"Pedro Almodóvar",,
207,tt0099669,10/16/13,10/16/13,,"My Father's Glory",https://www.imdb.com/title/tt0099669/,Movie,7.6,105,1991,"Adventure, Biography, Drama",7016,8/1991,"Yves Robert",,
208,tt0083908,10/20/13,10/20/13,,"Evil Under the Sun",https://www.imdb.com/title/tt0083908/,Movie,7.0,117,1982,"Crime, Drama, Mystery",19952,3/5/82,"Guy Hamilton",,
209,tt0060584,10/20/13,10/20/13,,"Kidnapping, Caucasian Style",https://www.imdb.com/title/tt0060584/,Movie,8.3,82,1967,"Adventure, Comedy, Drama, Musical, Romance",13451,4/3/67,"Leonid Gaidai",,
210,tt0053106,10/20/13,10/20/13,,"Letter Never Sent",https://www.imdb.com/title/tt0053106/,Movie,7.8,96,1960,"Adventure, Drama",4184,6/27/60,"Mikhail Kalatozov",,
211,tt0064840,10/20/13,10/20/13,,"The Prime of Miss Jean Brodie",https://www.imdb.com/title/tt0064840/,Movie,7.6,116,1969,"Comedy, Drama, Romance",9819,2/25/69,"Ronald Neame",,
212,tt0049261,10/23/13,10/23/13,,"Giant",https://www.imdb.com/title/tt0049261/,Movie,7.6,201,1956,"Drama, Western",42065,11/24/56,"George Stevens",,
213,tt1827512,10/23/13,10/23/13,,"The Kid with a Bike",https://www.imdb.com/title/tt1827512/,Movie,7.4,87,2011,"Drama",28584,5/18/11,"Jean-Pierre Dardenne, Luc Dardenne",,
214,tt1535109,10/23/13,10/23/13,,"Captain Phillips",https://www.imdb.com/title/tt1535109/,Movie,7.8,134,2013,"Action, Biography, Crime, Drama, Thriller",490390,10/11/13,"Paul Greengrass",,
215,tt2334873,10/25/13,10/25/13,,"Blue Jasmine",https://www.imdb.com/title/tt2334873/,Movie,7.3,98,2013,"Comedy, Drama, Romance",212070,8/23/13,"Woody Allen",7,2/13/16
216,tt0141986,10/25/13,10/25/13,,"Wild Man Blues",https://www.imdb.com/title/tt0141986/,Movie,6.9,105,1998,"Documentary, Music, Romance",2290,4/17/98,"Barbara Kopple",,
217,tt0063518,10/27/13,10/27/13,,"Romeo and Juliet",https://www.imdb.com/title/tt0063518/,Movie,7.6,138,1968,"Drama, Romance",34596,10/8/68,"Franco Zeffirelli",,
218,tt0343996,10/28/13,10/28/13,,"The Lost City",https://www.imdb.com/title/tt0343996/,Movie,6.5,144,2006,"Drama, Romance",9904,5/26/06,"Andy Garcia",,
219,tt0172493,11/2/13,11/2/13,,"Girl, Interrupted",https://www.imdb.com/title/tt0172493/,Movie,7.3,127,2000,"Biography, Drama",209936,1/14/00,"James Mangold",,
220,tt0107207,11/2/13,11/2/13,,"In the Name of the Father",https://www.imdb.com/title/tt0107207/,Movie,8.1,133,1994,"Biography, Crime, Drama",186243,2/25/94,"Jim Sheridan",,
221,tt0369702,11/2/13,11/2/13,,"The Sea Inside",https://www.imdb.com/title/tt0369702/,Movie,8.0,126,2005,"Biography, Drama",85049,3/4/05,"Alejandro Amenábar",,
222,tt0203019,11/2/13,11/2/13,,"Men of Honor",https://www.imdb.com/title/tt0203019/,Movie,7.2,129,2000,"Biography, Drama",124759,11/10/00,"George Tillman Jr.",,
223,tt1967545,11/3/13,11/3/13,,"Labor Day",https://www.imdb.com/title/tt1967545/,Movie,6.9,111,2014,"Drama, Romance, Thriller",51138,1/31/14,"Jason Reitman",,
224,tt0424908,11/5/13,11/5/13,,"Copying Beethoven",https://www.imdb.com/title/tt0424908/,Movie,6.7,104,2007,"Biography, Drama, Music",14102,3/8/07,"Agnieszka Holland",,
225,tt0108550,11/10/13,11/10/13,,"What's Eating Gilbert Grape",https://www.imdb.com/title/tt0108550/,Movie,7.7,118,1994,"Drama",252987,3/4/94,"Lasse Hallström",,
226,tt0816442,11/13/13,11/13/13,,"The Book Thief",https://www.imdb.com/title/tt0816442/,Movie,7.5,131,2013,"Drama, War",141954,11/27/13,"Brian Percival",,
227,tt0119675,11/20/13,11/20/13,,"Mimic",https://www.imdb.com/title/tt0119675/,Movie,6.0,105,1997,"Horror, Sci-Fi",55317,8/22/97,"Guillermo del Toro",,
228,tt0120008,11/20/13,11/20/13,,"The Replacement Killers",https://www.imdb.com/title/tt0120008/,Movie,6.1,87,1998,"Action, Crime, Thriller",30443,2/6/98,"Antoine Fuqua",,
229,tt0099012,11/20/13,11/20/13,,"Alice",https://www.imdb.com/title/tt0099012/,Movie,6.6,106,1991,"Comedy, Romance",15278,1/10/91,"Woody Allen",,
230,tt0278823,11/20/13,11/20/13,,"Hollywood Ending",https://www.imdb.com/title/tt0278823/,Movie,6.5,112,2002,"Comedy, Romance",28086,5/3/02,"Woody Allen",5,11/26/13
231,tt0050634,11/23/13,11/23/13,,"The Cranes Are Flying",https://www.imdb.com/title/tt0050634/,Movie,8.3,95,1960,"Drama, Romance, War",19625,3/21/60,"Mikhail Kalatozov",,
232,tt1568921,11/24/13,11/24/13,,"The Secret World of Arrietty",https://www.imdb.com/title/tt1568921/,Movie,7.6,94,2012,"Animation, Adventure, Drama, Family, Fantasy",103492,2/17/12,"Hiromasa Yonebayashi",7,11/25/13
233,tt0876563,11/25/13,11/25/13,,"Ponyo",https://www.imdb.com/title/tt0876563/,Movie,7.6,101,2009,"Animation, Adventure, Comedy, Family, Fantasy",161980,8/14/09,"Hayao Miyazaki",,
234,tt0347618,11/25/13,11/25/13,,"The Cat Returns",https://www.imdb.com/title/tt0347618/,Movie,7.1,75,2005,"Animation, Adventure, Comedy, Family, Fantasy, Romance",63895,7/13/05,"Hiroyuki Morita",,
235,tt0119698,11/25/13,11/25/13,,"Princess Mononoke",https://www.imdb.com/title/tt0119698/,Movie,8.3,134,1997,"Animation, Action, Adventure, Fantasy",430680,12/19/97,"Hayao Miyazaki",,
236,tt3301700,11/25/13,11/25/13,,"Episode dated 12 November 2013",https://www.imdb.com/title/tt3301700/,TV Episode,,,2013,"News, Talk-Show",0,11/12/13,,,
237,tt0420609,11/26/13,11/26/13,,"Infamous",https://www.imdb.com/title/tt0420609/,Movie,7.0,110,2006,"Biography, Crime, Drama",18169,10/13/06,"Douglas McGrath",,
238,tt0134119,11/26/13,11/26/13,,"The Talented Mr. Ripley",https://www.imdb.com/title/tt0134119/,Movie,7.4,139,1999,"Crime, Drama, Thriller",236531,12/25/99,"Anthony Minghella",,
239,tt0070334,11/26/13,11/26/13,,"The Long Goodbye",https://www.imdb.com/title/tt0070334/,Movie,7.5,112,1973,"Comedy, Crime, Drama, Mystery, Thriller",36703,3/8/73,"Robert Altman",,
240,tt1555064,11/26/13,11/26/13,,"Country Strong",https://www.imdb.com/title/tt1555064/,Movie,6.3,117,2011,"Drama, Music",18915,1/7/11,"Shana Feste",,
241,tt0313792,11/26/13,11/26/13,,"Anything Else",https://www.imdb.com/title/tt0313792/,Movie,6.3,108,2003,"Comedy, Romance",32583,9/19/03,"Woody Allen",,
242,tt0120586,11/29/13,11/29/13,,"American History X",https://www.imdb.com/title/tt0120586/,Movie,8.5,119,1998,"Crime, Drama",1181341,11/20/98,"Tony Kaye",,
243,tt0468753,11/29/13,11/29/13,,"Haru no yuki",https://www.imdb.com/title/tt0468753/,Movie,6.6,150,2005,"Drama, History, Romance",350,10/29/05,"Isao Yukisada",,
244,tt0245580,11/29/13,11/29/13,,"Yesenia",https://www.imdb.com/title/tt0245580/,Movie,6.4,121,1971,"Drama, Romance",266,9/11/71,"Alfredo B. Crevenna",,
245,tt0113321,11/29/13,11/29/13,,"Home for the Holidays",https://www.imdb.com/title/tt0113321/,Movie,6.6,103,1995,"Comedy, Drama, Romance",14526,11/3/95,"Jodie Foster",,
246,tt0119925,11/30/13,11/30/13,,"The Postman",https://www.imdb.com/title/tt0119925/,Movie,6.1,177,1997,"Action, Adventure, Drama, Sci-Fi",77977,12/25/97,"Kevin Costner",,
247,tt0102138,11/30/13,11/30/13,,"JFK",https://www.imdb.com/title/tt0102138/,Movie,8.0,189,1991,"Drama, History, Thriller",169266,12/20/91,"Oliver Stone",,
248,tt0150216,11/30/13,11/30/13,,"Cradle Will Rock",https://www.imdb.com/title/tt0150216/,Movie,6.8,132,2000,"Drama",9514,1/21/00,"Tim Robbins",,
249,tt1570728,11/30/13,11/30/13,,"Crazy, Stupid, Love.",https://www.imdb.com/title/tt1570728/,Movie,7.4,118,2011,"Comedy, Drama, Romance",561154,7/29/11,"Glenn Ficarra, John Requa",,
250,tt2870756,12/2/13,12/2/13,,"Magic in the Moonlight",https://www.imdb.com/title/tt2870756/,Movie,6.5,97,2014,"Comedy, Drama, Romance",70683,8/15/14,"Woody Allen",,
251,tt2042568,12/7/13,12/7/13,,"Inside Llewyn Davis",https://www.imdb.com/title/tt2042568/,Movie,7.4,104,2014,"Drama, Music",162778,1/10/14,"Ethan Coen, Joel Coen",,
252,tt0044079,12/7/13,12/7/13,,"Strangers on a Train",https://www.imdb.com/title/tt0044079/,Movie,7.9,101,1951,"Crime, Drama, Film-Noir, Thriller",140538,6/30/51,"Alfred Hitchcock",,
253,tt1152836,12/7/13,12/7/13,,"Public Enemies",https://www.imdb.com/title/tt1152836/,Movie,7.0,140,2009,"Action, Biography, Crime, Drama, History",317751,7/1/09,"Michael Mann",,
254,tt0765010,12/7/13,12/7/13,,"Brothers",https://www.imdb.com/title/tt0765010/,Movie,7.1,105,2009,"Drama, Thriller, War",145234,12/4/09,"Jim Sheridan",,
255,tt0053746,12/8/13,12/8/13,,"The Lady with the Dog",https://www.imdb.com/title/tt0053746/,Movie,7.3,89,1960,"Drama, Romance",1120,1/28/60,"Iosif Kheifits",,
256,tt0318997,12/9/13,12/9/13,,"Angels in America",https://www.imdb.com/title/tt0318997/,TV Mini Series,8.1,352,2003,"Drama, Fantasy, Romance",29661,12/7/03,,,
257,tt0192679,12/9/13,12/9/13,,"A Time to Remember",https://www.imdb.com/title/tt0192679/,Movie,6.1,98,1999,"Drama, Romance",207,11/18/99,"Daying Ye",,
258,tt0070735,12/10/13,12/10/13,,"The Sting",https://www.imdb.com/title/tt0070735/,Movie,8.3,129,1973,"Comedy, Crime, Drama",278604,12/25/73,"George Roy Hill",,
259,tt0061512,12/10/13,12/10/13,,"Cool Hand Luke",https://www.imdb.com/title/tt0061512/,Movie,8.1,127,1967,"Crime, Drama",187816,11/1/67,"Stuart Rosenberg",,
260,tt0357413,12/13/13,12/13/13,,"Anchorman: The Legend of Ron Burgundy",https://www.imdb.com/title/tt0357413/,Movie,7.1,94,2004,"Comedy",377172,7/9/04,"Adam McKay",,
261,tt1800241,12/14/13,12/14/13,,"American Hustle",https://www.imdb.com/title/tt1800241/,Movie,7.2,138,2013,"Crime, Drama",499396,12/20/13,"David O. Russell",,
262,tt0970468,12/14/13,12/14/13,,"Miss Pettigrew Lives for a Day",https://www.imdb.com/title/tt0970468/,Movie,7.0,92,2008,"Comedy, Romance",29665,3/7/08,"Bharat Nalluri",,
263,tt1216492,12/14/13,12/14/13,,"Leap Year",https://www.imdb.com/title/tt1216492/,Movie,6.4,100,2010,"Comedy, Romance",110331,1/8/10,"Anand Tucker",,
264,tt0862846,12/14/13,12/14/13,,"Sunshine Cleaning",https://www.imdb.com/title/tt0862846/,Movie,6.8,91,2009,"Comedy, Drama",73975,4/17/09,"Christine Jeffs",,
265,tt0379725,12/15/13,12/15/13,,"Capote",https://www.imdb.com/title/tt0379725/,Movie,7.3,114,2006,"Biography, Crime, Drama, History",140299,2/3/06,"Bennett Miller",10,2/13/16
266,tt1195331,12/15/13,12/15/13,,"Amy Adams/Vampire Weekend",https://www.imdb.com/title/tt1195331/,TV Episode,7.3,90,2008,"Comedy, Music",145,3/8/08,"Don Roy King, Akiva Schaffer",,
267,tt0918927,12/15/13,12/15/13,,"Doubt",https://www.imdb.com/title/tt0918927/,Movie,7.5,104,2008,"Drama, Mystery",135790,12/25/08,"John Patrick Shanley",,
268,tt1798709,12/15/13,12/15/13,,"Her",https://www.imdb.com/title/tt1798709/,Movie,8.0,126,2014,"Drama, Romance, Sci-Fi",666145,1/10/14,"Spike Jonze",7,2/13/16
269,tt0090576,12/16/13,12/16/13,,"The Assault",https://www.imdb.com/title/tt0090576/,Movie,7.2,144,1986,"Drama, History, Romance, War",3392,2/6/86,"Fons Rademakers",,
270,tt2137109,12/18/13,12/18/13,,"Masters of Sex",https://www.imdb.com/title/tt2137109/,TV Series,7.9,60,2013,"Drama, Romance",38392,9/29/13,,8,12/30/13
271,tt1068641,12/20/13,12/20/13,,"The Burning Plain",https://www.imdb.com/title/tt1068641/,Movie,6.7,107,2009,"Crime, Drama, Mystery, Romance",21294,11/5/09,"Guillermo Arriaga",,
272,tt0418773,12/23/13,12/23/13,,"Junebug",https://www.imdb.com/title/tt0418773/,Movie,6.9,106,2005,"Comedy, Drama",23390,9/16/05,"Phil Morrison",,
273,tt0088939,12/23/13,12/23/13,,"The Color Purple",https://www.imdb.com/title/tt0088939/,Movie,7.7,154,1986,"Drama",96771,2/7/86,"Steven Spielberg",,
274,tt2024544,12/23/13,12/23/13,,"12 Years a Slave",https://www.imdb.com/title/tt2024544/,Movie,8.1,134,2013,"Biography, Drama, History",738675,11/8/13,"Steve McQueen",6,2/13/16
275,tt1560169,12/24/13,12/24/13,,"Robin Williams: Weapons of Self Destruction",https://www.imdb.com/title/tt1560169/,TV Special,7.7,90,2009,"Documentary, Comedy",3495,12/6/09,"Marty Callner",,
276,tt0086650,12/25/13,12/25/13,,"To Our Loves",https://www.imdb.com/title/tt0086650/,Movie,7.1,99,1983,"Drama, Romance",7236,11/16/83,"Maurice Pialat",,
277,tt0065772,12/25/13,12/25/13,,"Claire's Knee",https://www.imdb.com/title/tt0065772/,Movie,7.5,105,1971,"Drama, Romance",12426,2/21/71,"Éric Rohmer",,
278,tt0091830,12/25/13,12/25/13,,"The Green Ray",https://www.imdb.com/title/tt0091830/,Movie,7.6,99,1986,"Drama, Romance",10377,8/29/86,"Éric Rohmer",,
